ms_accelerometer_x,ms_accelerometer_y,ms_accelerometer_z,outcome
0.3825616310639163,0.5450451822968866,0.5419819302921802,1
0.4151892437082645,0.5464952946142702,0.5401017998833453,1
0.4096811855389383,0.5487238939080465,0.5387566626287478,1
0.4079407877906784,0.5543106567952849,0.5368612466475549,1
0.3948208924562596,0.5472432516598391,0.5376102403192001,1
0.3891789557895524,0.5445261878531465,0.5453906179368246,1
0.3780289556266116,0.5371534940383542,0.5257944640858546,1
0.3734389045409441,0.5160428577955961,0.5543785582751333,1
0.4006732098426708,0.5280711903716939,0.5502972991857462,1
0.4220743207284502,0.5182561921239606,0.5376102403192001,1
0.4774226868343795,0.4949474852677922,0.541125932605239,1
0.4938512527569879,0.4785230139657896,0.5082160107949424,1
0.4400520194430863,0.4640829106389487,0.445147572703201,1
0.8917321761368844,0.7269355344661099,0.6074807768932535,1
0.0,0.923388080299708,0.7945460859943987,1
0.3634746689264452,0.5901208982759711,0.538787233773464,1
0.3634746689264452,0.5901208982759711,0.538787233773464,1
0.3634746689264452,0.5901208982759711,0.538787233773464,1
0.3634746689264452,0.5901208982759711,0.538787233773464,1
0.3634746689264452,0.5901208982759711,0.538787233773464,1
0.416011628105916,0.5293991917189873,0.594625575478571,1
0.416011628105916,0.5293991917189873,0.594625575478571,1
0.416011628105916,0.5293991917189873,0.594625575478571,1
0.416011628105916,0.5293991917189873,0.594625575478571,1
0.392755369271867,0.5584625729557807,0.5413399350009429,1
0.392755369271867,0.5584625729557807,0.5413399350009429,1
0.421328437769753,0.5051288270546881,0.5227984843904842,1
0.4204486825806247,0.509509704566555,0.5292795833488815,1
0.4230114545427427,0.5108682333437564,0.5321074217483129,1
0.4162028805282488,0.5043350788642571,0.5269561725938591,1
0.4148449923248667,0.5054646431639427,0.5261307491821274,1
