ms_accelerometer_x,ms_accelerometer_y,ms_accelerometer_z,outcome
0.4835066805114278,0.2588987124554799,0.3615316234554513,0
0.4734883269273729,0.3703532250054057,0.3917025166946292,0
0.4548026941422073,0.4013290312968457,0.3698789742134358,0
0.419725704368059,0.4279091578845441,0.341971418801916,0
0.3640002031920044,0.4250931743435443,0.3601611649524106,0
0.4013969575599668,0.4375762186948131,0.3948171988992928,0
0.4164882250703328,0.4461615311436651,0.3896675908855204,0
0.3732792908035205,0.4654956529048649,0.3831682837626116,0
0.3786071135891857,0.4566527817577239,0.3681347522128448,0
0.3997909607436911,0.4658390673158188,0.4428871336299315,0
0.4001733396950042,0.4570648770816041,0.434539783722463,0
0.411874171106358,0.4202338882795735,0.4216657624122579,0
0.411874171106358,0.4202338882795735,0.4216657624122579,0
0.4197002166145799,0.4252477095625178,0.4266492553005452,0
0.4273987993399079,0.4144302175086408,0.4462094616551124,0
0.4189354566236495,0.3991998744678274,0.4438215376959694,0
0.4354287771563738,0.4120434991680983,0.4724558522035257,0
0.4143214026596747,0.3891722297920125,0.4800349157219893,0
0.4346640171654433,0.4309140163976717,0.4865549796872546,0
0.4426175181474945,0.4404093716904049,0.5081501161035104,0
0.4375191216884649,0.4356359380335476,0.4969372562543478,0
0.4193943113652252,0.4563437106164681,0.4467078095831155,0
0.3763638237414821,0.4676248104371919,0.391515635371112,0
0.3782247335937205,0.4127131524869588,0.4076912200393947,0
0.3782247335937205,0.4127131524869588,0.4076912200393947,0
0.3748597925572522,0.4115455530547147,0.4046803604898349,0
0.3827368167048887,0.4092618581934879,0.3862829651167592,0
0.3827368167048887,0.4092618581934879,0.3862829651167592,0
0.3821250093386356,0.4088154238197621,0.3798044267434304,0
0.3872234141508822,0.4090386420615882,0.3729521248725512,0
0.3872234141508822,0.4090386420615882,0.3729521248725512,0
