ms_accelerometer_x,ms_accelerometer_y,ms_accelerometer_z,outcome
0.4938512527569879,0.4785230139657896,0.5082160107949424,1
0.4400520194430863,0.4640829106389487,0.445147572703201,1
0.8917321761368844,0.7269355344661099,0.6074807768932535,1
0.0,0.923388080299708,0.7945460859943987,1
0.3634746689264452,0.5901208982759711,0.538787233773464,1
0.3634746689264452,0.5901208982759711,0.538787233773464,1
0.3634746689264452,0.5901208982759711,0.538787233773464,1
0.3634746689264452,0.5901208982759711,0.538787233773464,1
0.3634746689264452,0.5901208982759711,0.538787233773464,1
0.416011628105916,0.5293991917189873,0.594625575478571,1
0.416011628105916,0.5293991917189873,0.594625575478571,1
0.416011628105916,0.5293991917189873,0.594625575478571,1
0.416011628105916,0.5293991917189873,0.594625575478571,1
0.392755369271867,0.5584625729557807,0.5413399350009429,1
0.392755369271867,0.5584625729557807,0.5413399350009429,1
0.421328437769753,0.5051288270546881,0.5227984843904842,1
0.4204486825806247,0.509509704566555,0.5292795833488815,1
0.4230114545427427,0.5108682333437564,0.5321074217483129,1
0.4162028805282488,0.5043350788642571,0.5269561725938591,1
0.4148449923248667,0.5054646431639427,0.5261307491821274,1
0.4121865859262107,0.5030986645584279,0.52081135622734,1
0.4087249226439058,0.4971150273884053,0.5065345934528614,1
0.4052250082504394,0.5075253340904773,0.5021934800090458,1
0.4011895908346111,0.5245298521951202,0.4830406092590974,1
0.3665155770362918,0.5496244962311322,0.4614420404204277,1
0.3581004829875503,0.5486475722071316,0.4619464630560476,1
0.3499722679639921,0.5358560219966557,0.4660430077177928,1
0.3371966232296025,0.4666625910073916,0.4688402755986067,1
0.5385277421571318,0.6281902464730146,0.0,1
0.4134679750407446,0.4818506482536567,0.4042432834015488,1
0.4480463645863193,0.4564659855055417,0.4611821844381428,1
